,DateTime
6996,1930-02-25
6997,1930-02-26
6998,1930-02-27
6999,1930-02-28
7000,1930-03-01
7001,1930-03-02
7002,1930-03-03
7003,1930-03-04
7004,1930-03-05
7005,1930-03-06
7006,1930-03-07
7007,1930-03-08
7008,1930-03-09
7009,1930-03-10
7010,1930-03-11
7011,1930-03-12
7012,1930-03-13
7013,1930-03-14
7014,1930-03-15
7015,1930-03-16
7016,1930-03-17
7017,1930-03-18
7018,1930-03-19
7019,1930-03-20
7020,1930-03-21
7021,1930-03-22
7022,1930-03-23
7023,1930-03-24
7024,1930-03-25
7025,1930-03-26
7026,1930-03-27
7027,1930-03-28
7028,1930-03-29
7029,1930-03-30
7030,1930-03-31
7031,1930-04-01
7032,1930-04-02
7033,1930-04-03
7034,1930-04-04
7035,1930-04-05
7036,1930-04-06
7037,1930-04-07
7038,1930-04-08
7039,1930-04-09
7040,1930-04-10
7041,1930-04-11
7042,1930-04-12
7043,1930-04-13
7044,1930-04-14
7045,1930-04-15
7046,1930-04-16
7047,1930-04-17
7048,1930-04-18
7049,1930-04-19
7050,1930-04-20
7051,1930-04-21
7052,1930-04-22
7053,1930-04-23
7054,1930-04-24
7055,1930-04-25
7056,1930-04-26
7057,1930-04-27
7058,1930-04-28
7059,1930-04-29
7060,1930-04-30
7061,1930-05-01
7062,1930-05-02
7063,1930-05-03
7064,1930-05-04
7065,1930-05-05
7066,1930-05-06
7067,1930-05-07
7068,1930-05-08
7069,1930-05-09
7070,1930-05-10
7071,1930-05-11
7072,1930-05-12
7073,1930-05-13
7074,1930-05-14
7075,1930-05-15
7076,1930-05-16
7077,1930-05-17
7078,1930-05-18
7079,1930-05-19
7080,1930-05-20
7081,1930-05-21
7082,1930-05-22
7083,1930-05-23
7084,1930-05-24
7085,1930-05-25
7086,1930-05-26
7087,1930-05-27
7088,1930-05-28
7089,1930-05-29
7090,1930-05-30
7091,1930-05-31
7092,1930-06-01
7093,1930-06-02
7094,1930-06-03
7095,1930-06-04
7096,1930-06-05
7097,1930-06-06
7098,1930-06-07
7099,1930-06-08
7100,1930-06-09
7101,1930-06-10
7102,1930-06-11
7103,1930-06-12
7104,1930-06-13
7105,1930-06-14
7106,1930-06-15
7107,1930-06-16
7108,1930-06-17
7109,1930-06-18
7110,1930-06-19
7111,1930-06-20
7112,1930-06-21
7113,1930-06-22
7114,1930-06-23
7115,1930-06-24
7116,1930-06-25
7117,1930-06-26
7118,1930-06-27
7119,1930-06-28
7120,1930-06-29
7121,1930-06-30
7122,1930-07-01
7123,1930-07-02
7124,1930-07-03
7125,1930-07-04
7126,1930-07-05
7127,1930-07-06
7128,1930-07-07
7129,1930-07-08
7130,1930-07-09
7131,1930-07-10
7132,1930-07-11
7133,1930-07-12
7134,1930-07-13
7135,1930-07-14
7136,1930-07-15
7137,1930-07-16
7138,1930-07-17
7139,1930-07-18
7140,1930-07-19
7141,1930-07-20
7142,1930-07-21
7143,1930-07-22
7144,1930-07-23
7145,1930-07-24
7146,1930-07-25
7147,1930-07-26
7148,1930-07-27
7149,1930-07-28
7150,1930-07-29
7151,1930-07-30
7152,1930-07-31
7153,1930-08-01
7154,1930-08-02
7155,1930-08-03
7156,1930-08-04
7157,1930-08-05
7158,1930-08-06
7159,1930-08-07
7160,1930-08-08
7161,1930-08-09
7162,1930-08-10
7163,1930-08-11
7164,1930-08-12
7165,1930-08-13
7166,1930-08-14
7167,1930-08-15
7168,1930-08-16
7169,1930-08-17
7170,1930-08-18
7171,1930-08-19
7172,1930-08-20
7173,1930-08-21
7174,1930-08-22
7175,1930-08-23
7176,1930-08-24
7177,1930-08-25
7178,1930-08-26
7179,1930-08-27
7180,1930-08-28
7181,1930-08-29
7182,1930-08-30
7183,1930-08-31
7184,1930-09-01
7185,1930-09-02
7186,1930-09-03
7187,1930-09-04
7188,1930-09-05
7189,1930-09-06
7190,1930-09-07
7191,1930-09-08
7192,1930-09-09
7193,1930-09-10
7194,1930-09-11
7195,1930-09-12
7196,1930-09-13
7197,1930-09-14
7198,1930-09-15
7199,1930-09-16
7200,1930-09-17
7201,1930-09-18
7202,1930-09-19
7203,1930-09-20
7204,1930-09-21
7205,1930-09-22
7206,1930-09-23
7207,1930-09-24
7208,1930-09-25
7209,1930-09-26
7210,1930-09-27
7211,1930-09-28
7212,1930-09-29
7213,1930-09-30
7214,1930-10-01
7215,1930-10-02
7216,1930-10-03
7217,1930-10-04
7218,1930-10-05
7219,1930-10-06
7220,1930-10-07
7221,1930-10-08
7222,1930-10-09
7223,1930-10-10
7224,1930-10-11
7225,1930-10-12
7226,1930-10-13
7227,1930-10-14
7228,1930-10-15
7229,1930-10-16
7230,1930-10-17
7231,1930-10-18
7232,1930-10-19
7233,1930-10-20
7234,1930-10-21
7235,1930-10-22
7236,1930-10-23
7237,1930-10-24
7238,1930-10-25
7239,1930-10-26
7240,1930-10-27
7241,1930-10-28
7242,1930-10-29
7243,1930-10-30
7244,1930-10-31
7245,1930-11-01
7246,1930-11-02
7247,1930-11-03
7248,1930-11-04
7249,1930-11-05
7250,1930-11-06
7251,1930-11-07
7252,1930-11-08
7253,1930-11-09
7254,1930-11-10
7255,1930-11-11
7256,1930-11-12
7257,1930-11-13
7258,1930-11-14
7259,1930-11-15
7260,1930-11-16
7261,1930-11-17
7262,1930-11-18
7263,1930-11-19
7264,1930-11-20
7265,1930-11-21
7266,1930-11-22
7267,1930-11-23
7268,1930-11-24
7269,1930-11-25
7270,1930-11-26
7271,1930-11-27
7272,1930-11-28
7273,1930-11-29
7274,1930-11-30
7275,1930-12-01
7276,1930-12-02
7277,1930-12-03
7278,1930-12-04
7279,1930-12-05
7280,1930-12-06
7281,1930-12-07
7282,1930-12-08
7283,1930-12-09
7284,1930-12-10
7285,1930-12-11
7286,1930-12-12
7287,1930-12-13
7288,1930-12-14
7289,1930-12-15
7290,1930-12-16
7291,1930-12-17
7292,1930-12-18
7293,1930-12-19
7294,1930-12-20
7295,1930-12-21
7296,1930-12-22
7297,1930-12-23
7298,1930-12-24
7299,1930-12-25
7300,1930-12-26
7301,1930-12-27
7302,1930-12-28
7303,1930-12-29
7304,1930-12-30
7305,1930-12-31
7306,1931-01-01
7307,1931-01-02
7308,1931-01-03
7309,1931-01-04
7310,1931-01-05
7311,1931-01-06
7312,1931-01-07
7313,1931-01-08
7314,1931-01-09
7315,1931-01-10
7316,1931-01-11
7317,1931-01-12
7318,1931-01-13
7319,1931-01-14
7320,1931-01-15
7321,1931-01-16
7322,1931-01-17
7323,1931-01-18
7324,1931-01-19
7325,1931-01-20
7326,1931-01-21
7327,1931-01-22
7328,1931-01-23
7329,1931-01-24
7330,1931-01-25
7331,1931-01-26
7332,1931-01-27
7333,1931-01-28
7334,1931-01-29
7335,1931-01-30
7336,1931-01-31
7337,1931-02-01
7338,1931-02-02
7339,1931-02-03
7340,1931-02-04
7341,1931-02-05
7342,1931-02-06
7343,1931-02-07
7344,1931-02-08
7345,1931-02-09
7346,1931-02-10
7347,1931-02-11
7348,1931-02-12
7349,1931-02-13
7350,1931-02-14
7351,1931-02-15
7352,1931-02-16
7353,1931-02-17
7354,1931-02-18
7355,1931-02-19
7356,1931-02-20
7357,1931-02-21
7358,1931-02-22
7359,1931-02-23
7360,1931-02-24
7361,1931-02-25
7362,1931-02-26
7363,1931-02-27
7364,1931-02-28
7365,1931-03-01
7366,1931-03-02
7367,1931-03-03
7368,1931-03-04
7369,1931-03-05
7370,1931-03-06
7371,1931-03-07
7372,1931-03-08
7373,1931-03-09
7374,1931-03-10
7375,1931-03-11
7376,1931-03-12
7377,1931-03-13
7378,1931-03-14
7379,1931-03-15
7380,1931-03-16
7381,1931-03-17
7382,1931-03-18
7383,1931-03-19
7384,1931-03-20
7385,1931-03-21
7386,1931-03-22
7387,1931-03-23
7388,1931-03-24
7389,1931-03-25
7390,1931-03-26
7391,1931-03-27
7392,1931-03-28
7393,1931-03-29
7394,1931-03-30
7395,1931-03-31
7396,1931-04-01
7397,1931-04-02
7398,1931-04-03
7399,1931-04-04
7400,1931-04-05
7401,1931-04-06
7402,1931-04-07
7403,1931-04-08
7404,1931-04-09
7405,1931-04-10
7406,1931-04-11
7407,1931-04-12
7408,1931-04-13
7409,1931-04-14
7410,1931-04-15
7411,1931-04-16
7412,1931-04-17
7413,1931-04-18
7414,1931-04-19
7415,1931-04-20
7416,1931-04-21
7417,1931-04-22
7418,1931-04-23
7419,1931-04-24
7420,1931-04-25
7421,1931-04-26
7422,1931-04-27
7423,1931-04-28
7424,1931-04-29
7425,1931-04-30
7426,1931-05-01
7427,1931-05-02
7428,1931-05-03
7429,1931-05-04
7430,1931-05-05
7431,1931-05-06
7432,1931-05-07
7433,1931-05-08
7434,1931-05-09
7435,1931-05-10
7436,1931-05-11
7437,1931-05-12
7438,1931-05-13
7439,1931-05-14
7440,1931-05-15
7441,1931-05-16
7442,1931-05-17
7443,1931-05-18
7444,1931-05-19
7445,1931-05-20
7446,1931-05-21
7447,1931-05-22
7448,1931-05-23
7449,1931-05-24
7450,1931-05-25
7451,1931-05-26
7452,1931-05-27
7453,1931-05-28
7454,1931-05-29
7455,1931-05-30
7456,1931-05-31
7457,1931-06-01
7458,1931-06-02
7459,1931-06-03
7460,1931-06-04
7461,1931-06-05
7462,1931-06-06
7463,1931-06-07
7464,1931-06-08
7465,1931-06-09
7466,1931-06-10
7467,1931-06-11
7468,1931-06-12
7469,1931-06-13
7470,1931-06-14
7471,1931-06-15
7472,1931-06-16
7473,1931-06-17
7474,1931-06-18
7475,1931-06-19
7476,1931-06-20
7477,1931-06-21
7478,1931-06-22
7479,1931-06-23
7480,1931-06-24
7481,1931-06-25
7482,1931-06-26
7483,1931-06-27
7484,1931-06-28
7485,1931-06-29
7486,1931-06-30
7487,1931-07-01
7488,1931-07-02
7489,1931-07-03
7490,1931-07-04
7491,1931-07-05
7492,1931-07-06
7493,1931-07-07
7494,1931-07-08
7495,1931-07-09
7496,1931-07-10
7497,1931-07-11
7498,1931-07-12
7499,1931-07-13
7500,1931-07-14
7501,1931-07-15
7502,1931-07-16
7503,1931-07-17
7504,1931-07-18
7505,1931-07-19
7506,1931-07-20
7507,1931-07-21
7508,1931-07-22
7509,1931-07-23
7510,1931-07-24
7511,1931-07-25
7512,1931-07-26
7513,1931-07-27
7514,1931-07-28
7515,1931-07-29
7516,1931-07-30
7517,1931-07-31
7518,1931-08-01
7519,1931-08-02
7520,1931-08-03
7521,1931-08-04
7522,1931-08-05
7523,1931-08-06
7524,1931-08-07
7525,1931-08-08
7526,1931-08-09
7527,1931-08-10
7528,1931-08-11
7529,1931-08-12
7530,1931-08-13
7531,1931-08-14
7532,1931-08-15
7533,1931-08-16
7534,1931-08-17
7535,1931-08-18
7536,1931-08-19
7537,1931-08-20
7538,1931-08-21
7539,1931-08-22
7540,1931-08-23
7541,1931-08-24
7542,1931-08-25
7543,1931-08-26
7544,1931-08-27
7545,1931-08-28
7546,1931-08-29
7547,1931-08-30
7548,1931-08-31
7549,1931-09-01
7550,1931-09-02
7551,1931-09-03
7552,1931-09-04
7553,1931-09-05
7554,1931-09-06
7555,1931-09-07
7556,1931-09-08
7557,1931-09-09
7558,1931-09-10
7559,1931-09-11
7560,1931-09-12
7561,1931-09-13
7562,1931-09-14
7563,1931-09-15
7564,1931-09-16
7565,1931-09-17
7566,1931-09-18
7567,1931-09-19
7568,1931-09-20
7569,1931-09-21
7570,1931-09-22
7571,1931-09-23
7572,1931-09-24
7573,1931-09-25
7574,1931-09-26
7575,1931-09-27
7576,1931-09-28
7577,1931-09-29
7578,1931-09-30
7579,1931-10-01
7580,1931-10-02
7581,1931-10-03
7582,1931-10-04
7583,1931-10-05
7584,1931-10-06
7585,1931-10-07
7586,1931-10-08
7587,1931-10-09
7588,1931-10-10
7589,1931-10-11
7590,1931-10-12
7591,1931-10-13
7592,1931-10-14
7593,1931-10-15
7594,1931-10-16
7595,1931-10-17
7596,1931-10-18
7597,1931-10-19
7598,1931-10-20
7599,1931-10-21
7600,1931-10-22
7601,1931-10-23
7602,1931-10-24
7603,1931-10-25
7604,1931-10-26
7605,1931-10-27
7606,1931-10-28
7607,1931-10-29
7608,1931-10-30
7609,1931-10-31
7610,1931-11-01
7611,1931-11-02
7612,1931-11-03
7613,1931-11-04
7614,1931-11-05
7615,1931-11-06
7616,1931-11-07
7617,1931-11-08
7618,1931-11-09
7619,1931-11-10
7620,1931-11-11
7621,1931-11-12
7622,1931-11-13
7623,1931-11-14
7624,1931-11-15
7625,1931-11-16
7626,1931-11-17
7627,1931-11-18
7628,1931-11-19
7629,1931-11-20
7630,1931-11-21
7631,1931-11-22
7632,1931-11-23
7633,1931-11-24
7634,1931-11-25
7635,1931-11-26
7636,1931-11-27
7637,1931-11-28
7638,1931-11-29
7639,1931-11-30
7640,1931-12-01
7641,1931-12-02
7642,1931-12-03
7643,1931-12-04
7644,1931-12-05
7645,1931-12-06
7646,1931-12-07
7647,1931-12-08
7648,1931-12-09
7649,1931-12-10
7650,1931-12-11
7651,1931-12-12
7652,1931-12-13
7653,1931-12-14
7654,1931-12-15
7655,1931-12-16
7656,1931-12-17
7657,1931-12-18
7658,1931-12-19
7659,1931-12-20
7660,1931-12-21
7661,1931-12-22
7662,1931-12-23
7663,1931-12-24
7664,1931-12-25
7665,1931-12-26
7666,1931-12-27
7667,1931-12-28
7668,1931-12-29
7669,1931-12-30
7670,1931-12-31
7671,1932-01-01
7672,1932-01-02
7673,1932-01-03
7674,1932-01-04
7675,1932-01-05
7676,1932-01-06
7677,1932-01-07
7678,1932-01-08
7679,1932-01-09
7680,1932-01-10
7681,1932-01-11
7682,1932-01-12
7683,1932-01-13
7684,1932-01-14
7685,1932-01-15
7686,1932-01-16
7687,1932-01-17
7688,1932-01-18
7689,1932-01-19
7690,1932-01-20
7691,1932-01-21
7692,1932-01-22
7693,1932-01-23
7694,1932-01-24
7695,1932-01-25
7696,1932-01-26
7697,1932-01-27
7698,1932-01-28
7699,1932-01-29
7700,1932-01-30
7701,1932-01-31
7702,1932-02-01
7703,1932-02-02
7704,1932-02-03
7705,1932-02-04
7706,1932-02-05
7707,1932-02-06
7708,1932-02-07
7709,1932-02-08
7710,1932-02-09
7711,1932-02-10
7712,1932-02-11
7713,1932-02-12
7714,1932-02-13
7715,1932-02-14
7716,1932-02-15
7717,1932-02-16
7718,1932-02-17
7719,1932-02-18
7720,1932-02-19
7721,1932-02-20
7722,1932-02-21
7723,1932-02-22
7724,1932-02-23
7725,1932-02-24
7726,1932-02-25
7727,1932-02-26
7728,1932-02-27
7729,1932-02-28
7730,1932-02-29
7731,1932-03-01
7732,1932-03-02
7733,1932-03-03
7734,1932-03-04
7735,1932-03-05
7736,1932-03-06
7737,1932-03-07
7738,1932-03-08
7739,1932-03-09
7740,1932-03-10
7741,1932-03-11
7742,1932-03-12
7743,1932-03-13
7744,1932-03-14
7745,1932-03-15
7746,1932-03-16
7747,1932-03-17
7748,1932-03-18
7749,1932-03-19
7750,1932-03-20
7751,1932-03-21
7752,1932-03-22
7753,1932-03-23
7754,1932-03-24
7755,1932-03-25
7756,1932-03-26
7757,1932-03-27
7758,1932-03-28
7759,1932-03-29
7760,1932-03-30
7761,1932-03-31
7762,1932-04-01
7763,1932-04-02
7764,1932-04-03
7765,1932-04-04
7766,1932-04-05
7767,1932-04-06
7768,1932-04-07
7769,1932-04-08
7770,1932-04-09
7771,1932-04-10
7772,1932-04-11
7773,1932-04-12
7774,1932-04-13
7775,1932-04-14
7776,1932-04-15
7777,1932-04-16
7778,1932-04-17
7779,1932-04-18
7780,1932-04-19
7781,1932-04-20
7782,1932-04-21
7783,1932-04-22
7784,1932-04-23
7785,1932-04-24
7786,1932-04-25
7787,1932-04-26
7788,1932-04-27
7789,1932-04-28
7790,1932-04-29
7791,1932-04-30
7792,1932-05-01
7793,1932-05-02
7794,1932-05-03
7795,1932-05-04
7796,1932-05-05
7797,1932-05-06
7798,1932-05-07
7799,1932-05-08
7800,1932-05-09
7801,1932-05-10
7802,1932-05-11
7803,1932-05-12
7804,1932-05-13
7805,1932-05-14
7806,1932-05-15
7807,1932-05-16
7808,1932-05-17
7809,1932-05-18
7810,1932-05-19
7811,1932-05-20
7812,1932-05-21
7813,1932-05-22
7814,1932-05-23
7815,1932-05-24
7816,1932-05-25
7817,1932-05-26
7818,1932-05-27
7819,1932-05-28
7820,1932-05-29
7821,1932-05-30
7822,1932-05-31
7823,1932-06-01
7824,1932-06-02
7825,1932-06-03
7826,1932-06-04
7827,1932-06-05
7828,1932-06-06
7829,1932-06-07
7830,1932-06-08
7831,1932-06-09
7832,1932-06-10
7833,1932-06-11
7834,1932-06-12
7835,1932-06-13
7836,1932-06-14
7837,1932-06-15
7838,1932-06-16
7839,1932-06-17
7840,1932-06-18
7841,1932-06-19
7842,1932-06-20
7843,1932-06-21
7844,1932-06-22
7845,1932-06-23
7846,1932-06-24
7847,1932-06-25
7848,1932-06-26
7849,1932-06-27
7850,1932-06-28
7851,1932-06-29
7852,1932-06-30
7853,1932-07-01
7854,1932-07-02
7855,1932-07-03
7856,1932-07-04
7857,1932-07-05
7858,1932-07-06
7859,1932-07-07
7860,1932-07-08
7861,1932-07-09
7862,1932-07-10
7863,1932-07-11
7864,1932-07-12
7865,1932-07-13
7866,1932-07-14
7867,1932-07-15
7868,1932-07-16
7869,1932-07-17
7870,1932-07-18
7871,1932-07-19
7872,1932-07-20
7873,1932-07-21
7874,1932-07-22
7875,1932-07-23
7876,1932-07-24
7877,1932-07-25
7878,1932-07-26
7879,1932-07-27
7880,1932-07-28
7881,1932-07-29
7882,1932-07-30
7883,1932-07-31
7884,1932-08-01
7885,1932-08-02
7886,1932-08-03
7887,1932-08-04
7888,1932-08-05
7889,1932-08-06
7890,1932-08-07
7891,1932-08-08
7892,1932-08-09
7893,1932-08-10
7894,1932-08-11
7895,1932-08-12
7896,1932-08-13
7897,1932-08-14
7898,1932-08-15
7899,1932-08-16
7900,1932-08-17
7901,1932-08-18
7902,1932-08-19
7903,1932-08-20
7904,1932-08-21
7905,1932-08-22
7906,1932-08-23
7907,1932-08-24
7908,1932-08-25
7909,1932-08-26
7910,1932-08-27
7911,1932-08-28
7912,1932-08-29
7913,1932-08-30
7914,1932-08-31
7915,1932-09-01
7916,1932-09-02
7917,1932-09-03
7918,1932-09-04
7919,1932-09-05
7920,1932-09-06
7921,1932-09-07
7922,1932-09-08
7923,1932-09-09
7924,1932-09-10
7925,1932-09-11
7926,1932-09-12
7927,1932-09-13
7928,1932-09-14
7929,1932-09-15
7930,1932-09-16
7931,1932-09-17
7932,1932-09-18
7933,1932-09-19
7934,1932-09-20
7935,1932-09-21
7936,1932-09-22
7937,1932-09-23
7938,1932-09-24
7939,1932-09-25
7940,1932-09-26
7941,1932-09-27
7942,1932-09-28
7943,1932-09-29
7944,1932-09-30
7945,1932-10-01
7946,1932-10-02
7947,1932-10-03
7948,1932-10-04
7949,1932-10-05
7950,1932-10-06
7951,1932-10-07
7952,1932-10-08
7953,1932-10-09
7954,1932-10-10
7955,1932-10-11
7956,1932-10-12
7957,1932-10-13
7958,1932-10-14
7959,1932-10-15
7960,1932-10-16
7961,1932-10-17
7962,1932-10-18
7963,1932-10-19
7964,1932-10-20
7965,1932-10-21
7966,1932-10-22
7967,1932-10-23
7968,1932-10-24
7969,1932-10-25
7970,1932-10-26
7971,1932-10-27
7972,1932-10-28
7973,1932-10-29
7974,1932-10-30
7975,1932-10-31
7976,1932-11-01
7977,1932-11-02
7978,1932-11-03
7979,1932-11-04
7980,1932-11-05
7981,1932-11-06
7982,1932-11-07
7983,1932-11-08
7984,1932-11-09
7985,1932-11-10
7986,1932-11-11
7987,1932-11-12
7988,1932-11-13
7989,1932-11-14
7990,1932-11-15
7991,1932-11-16
7992,1932-11-17
7993,1932-11-18
7994,1932-11-19
7995,1932-11-20
7996,1932-11-21
7997,1932-11-22
7998,1932-11-23
7999,1932-11-24
8000,1932-11-25
8001,1932-11-26
8002,1932-11-27
8003,1932-11-28
8004,1932-11-29
8005,1932-11-30
8006,1932-12-01
8007,1932-12-02
8008,1932-12-03
8009,1932-12-04
8010,1932-12-05
8011,1932-12-06
8012,1932-12-07
8013,1932-12-08
8014,1932-12-09
8015,1932-12-10
8016,1932-12-11
8017,1932-12-12
8018,1932-12-13
8019,1932-12-14
8020,1932-12-15
8021,1932-12-16
8022,1932-12-17
8023,1932-12-18
8024,1932-12-19
8025,1932-12-20
8026,1932-12-21
8027,1932-12-22
8028,1932-12-23
8029,1932-12-24
8030,1932-12-25
8031,1932-12-26
8032,1932-12-27
8033,1932-12-28
8034,1932-12-29
8035,1932-12-30
8036,1932-12-31
8037,1933-01-01
8038,1933-01-02
8039,1933-01-03
8040,1933-01-04
8041,1933-01-05
8042,1933-01-06
8043,1933-01-07
8044,1933-01-08
8045,1933-01-09
8046,1933-01-10
8047,1933-01-11
8048,1933-01-12
8049,1933-01-13
8050,1933-01-14
8051,1933-01-15
8052,1933-01-16
8053,1933-01-17
8054,1933-01-18
8055,1933-01-19
8056,1933-01-20
8057,1933-01-21
8058,1933-01-22
8059,1933-01-23
8060,1933-01-24
8061,1933-01-25
8062,1933-01-26
8063,1933-01-27
8064,1933-01-28
8065,1933-01-29
8066,1933-01-30
8067,1933-01-31
8068,1933-02-01
8069,1933-02-02
8070,1933-02-03
8071,1933-02-04
8072,1933-02-05
8073,1933-02-06
8074,1933-02-07
8075,1933-02-08
8076,1933-02-09
8077,1933-02-10
8078,1933-02-11
8079,1933-02-12
8080,1933-02-13
8081,1933-02-14
8082,1933-02-15
8083,1933-02-16
8084,1933-02-17
8085,1933-02-18
8086,1933-02-19
8087,1933-02-20
8088,1933-02-21
8089,1933-02-22
8090,1933-02-23
8091,1933-02-24
8092,1933-02-25
8093,1933-02-26
8094,1933-02-27
8095,1933-02-28
8096,1933-03-01
8097,1933-03-02
8098,1933-03-03
8099,1933-03-04
8100,1933-03-05
8101,1933-03-06
8102,1933-03-07
8103,1933-03-08
8104,1933-03-09
8105,1933-03-10
8106,1933-03-11
8107,1933-03-12
8108,1933-03-13
8109,1933-03-14
8110,1933-03-15
8111,1933-03-16
8112,1933-03-17
8113,1933-03-18
8114,1933-03-19
8115,1933-03-20
8116,1933-03-21
8117,1933-03-22
8118,1933-03-23
8119,1933-03-24
8120,1933-03-25
8121,1933-03-26
8122,1933-03-27
8123,1933-03-28
8124,1933-03-29
8125,1933-03-30
8126,1933-03-31
8127,1933-04-01
8128,1933-04-02
8129,1933-04-03
8130,1933-04-04
8131,1933-04-05
8132,1933-04-06
8133,1933-04-07
8134,1933-04-08
8135,1933-04-09
8136,1933-04-10
8137,1933-04-11
8138,1933-04-12
8139,1933-04-13
8140,1933-04-14
8141,1933-04-15
8142,1933-04-16
8143,1933-04-17
8144,1933-04-18
8145,1933-04-19
8146,1933-04-20
8147,1933-04-21
8148,1933-04-22
8149,1933-04-23
8150,1933-04-24
8151,1933-04-25
8152,1933-04-26
8153,1933-04-27
8154,1933-04-28
8155,1933-04-29
8156,1933-04-30
8157,1933-05-01
8158,1933-05-02
8159,1933-05-03
8160,1933-05-04
8161,1933-05-05
8162,1933-05-06
8163,1933-05-07
8164,1933-05-08
8165,1933-05-09
8166,1933-05-10
8167,1933-05-11
8168,1933-05-12
8169,1933-05-13
8170,1933-05-14
8171,1933-05-15
8172,1933-05-16
8173,1933-05-17
8174,1933-05-18
8175,1933-05-19
8176,1933-05-20
8177,1933-05-21
8178,1933-05-22
8179,1933-05-23
8180,1933-05-24
8181,1933-05-25
8182,1933-05-26
8183,1933-05-27
8184,1933-05-28
8185,1933-05-29
8186,1933-05-30
8187,1933-05-31
8188,1933-06-01
8189,1933-06-02
8190,1933-06-03
8191,1933-06-04
8192,1933-06-05
8193,1933-06-06
8194,1933-06-07
8195,1933-06-08
8196,1933-06-09
8197,1933-06-10
8198,1933-06-11
8199,1933-06-12
8200,1933-06-13
8201,1933-06-14
8202,1933-06-15
8203,1933-06-16
8204,1933-06-17
8205,1933-06-18
8206,1933-06-19
8207,1933-06-20
8208,1933-06-21
8209,1933-06-22
8210,1933-06-23
8211,1933-06-24
8212,1933-06-25
8213,1933-06-26
8214,1933-06-27
8215,1933-06-28
8216,1933-06-29
8217,1933-06-30
8218,1933-07-01
8219,1933-07-02
8220,1933-07-03
8221,1933-07-04
8222,1933-07-05
8223,1933-07-06
8224,1933-07-07
8225,1933-07-08
8226,1933-07-09
8227,1933-07-10
8228,1933-07-11
8229,1933-07-12
8230,1933-07-13
8231,1933-07-14
8232,1933-07-15
8233,1933-07-16
8234,1933-07-17
8235,1933-07-18
8236,1933-07-19
8237,1933-07-20
8238,1933-07-21
8239,1933-07-22
8240,1933-07-23
8241,1933-07-24
8242,1933-07-25
8243,1933-07-26
8244,1933-07-27
8245,1933-07-28
8246,1933-07-29
8247,1933-07-30
8248,1933-07-31
8249,1933-08-01
8250,1933-08-02
8251,1933-08-03
8252,1933-08-04
8253,1933-08-05
8254,1933-08-06
8255,1933-08-07
8256,1933-08-08
8257,1933-08-09
8258,1933-08-10
8259,1933-08-11
8260,1933-08-12
8261,1933-08-13
8262,1933-08-14
8263,1933-08-15
8264,1933-08-16
8265,1933-08-17
8266,1933-08-18
8267,1933-08-19
8268,1933-08-20
8269,1933-08-21
8270,1933-08-22
8271,1933-08-23
8272,1933-08-24
8273,1933-08-25
8274,1933-08-26
8275,1933-08-27
8276,1933-08-28
8277,1933-08-29
8278,1933-08-30
8279,1933-08-31
8280,1933-09-01
8281,1933-09-02
8282,1933-09-03
8283,1933-09-04
8284,1933-09-05
8285,1933-09-06
8286,1933-09-07
8287,1933-09-08
8288,1933-09-09
8289,1933-09-10
8290,1933-09-11
8291,1933-09-12
8292,1933-09-13
8293,1933-09-14
8294,1933-09-15
8295,1933-09-16
8296,1933-09-17
8297,1933-09-18
8298,1933-09-19
8299,1933-09-20
8300,1933-09-21
8301,1933-09-22
8302,1933-09-23
8303,1933-09-24
8304,1933-09-25
8305,1933-09-26
8306,1933-09-27
8307,1933-09-28
8308,1933-09-29
8309,1933-09-30
8310,1933-10-01
8311,1933-10-02
8312,1933-10-03
8313,1933-10-04
8314,1933-10-05
8315,1933-10-06
8316,1933-10-07
8317,1933-10-08
8318,1933-10-09
8319,1933-10-10
8320,1933-10-11
8321,1933-10-12
8322,1933-10-13
8323,1933-10-14
8324,1933-10-15
8325,1933-10-16
8326,1933-10-17
8327,1933-10-18
8328,1933-10-19
8329,1933-10-20
8330,1933-10-21
8331,1933-10-22
8332,1933-10-23
8333,1933-10-24
8334,1933-10-25
8335,1933-10-26
8336,1933-10-27
8337,1933-10-28
8338,1933-10-29
8339,1933-10-30
8340,1933-10-31
8341,1933-11-01
8342,1933-11-02
8343,1933-11-03
8344,1933-11-04
8345,1933-11-05
8346,1933-11-06
8347,1933-11-07
8348,1933-11-08
8349,1933-11-09
8350,1933-11-10
8351,1933-11-11
8352,1933-11-12
8353,1933-11-13
8354,1933-11-14
8355,1933-11-15
8356,1933-11-16
8357,1933-11-17
8358,1933-11-18
8359,1933-11-19
8360,1933-11-20
8361,1933-11-21
8362,1933-11-22
8363,1933-11-23
8364,1933-11-24
8365,1933-11-25
8366,1933-11-26
8367,1933-11-27
8368,1933-11-28
8369,1933-11-29
8370,1933-11-30
8371,1933-12-01
8372,1933-12-02
8373,1933-12-03
8374,1933-12-04
8375,1933-12-05
8376,1933-12-06
8377,1933-12-07
8378,1933-12-08
8379,1933-12-09
8380,1933-12-10
8381,1933-12-11
8382,1933-12-12
8383,1933-12-13
8384,1933-12-14
8385,1933-12-15
8386,1933-12-16
8387,1933-12-17
8388,1933-12-18
8389,1933-12-19
8390,1933-12-20
8391,1933-12-21
8392,1933-12-22
8393,1933-12-23
8394,1933-12-24
